z,theta_deg,r_l1_vox,r_um,k_inner,k_outer,n_in_pack,material
7920,336.0,211.1,3648,6,9,8,1
7920,336.0,354.8,6130,20,21,2,1
7920,342.0,34.5,596,0,1,2,1
7920,342.0,121.5,2100,4,5,2,1
7920,342.0,152.6,2637,5,6,9,1
7920,342.0,166.2,2872,5,6,9,1
7920,342.0,179.8,3108,5,6,9,1
7920,342.0,193.4,3343,5,6,9,1
7920,342.0,207.1,3578,5,6,9,1
7920,342.0,220.7,3813,5,6,9,1
7920,342.0,234.3,4048,5,6,9,1
7920,342.0,247.9,4284,5,6,9,1
7920,342.0,411.5,7111,17,18,2,1
7920,342.0,699.2,12083,35,36,2,1
7920,342.0,793.5,13712,41,42,2,1
7920,342.0,818.2,14139,42,43,2,1
7920,342.0,867.7,14993,45,46,3,1
7920,342.0,878.8,15186,45,46,3,1
7920,342.0,1007.4,17407,53,55,2,1
7920,342.0,1033.8,17865,55,56,3,1
7920,342.0,1047.7,18104,55,56,3,1
7920,342.0,1077.5,18619,56,57,3,1
7920,342.0,1093.5,18896,56,57,3,1
7920,342.0,1122.2,19391,57,59,3,1
7920,342.0,1134.8,19610,57,59,3,1
7920,348.0,81.8,1413,1,2,4,1
7920,348.0,90.5,1564,1,2,4,1
7920,348.0,99.2,1715,1,2,4,1
7920,348.0,125.1,2162,3,4,4,1
7920,348.0,133.8,2311,3,4,4,1
7920,348.0,142.4,2460,3,4,4,1
7920,348.0,168.6,2913,5,6,5,1
7920,348.0,177.7,3071,5,6,5,1
7920,348.0,186.8,3228,5,6,5,1
7920,348.0,195.9,3385,5,6,5,1
7920,348.0,222.9,3852,6,7,5,1
7920,348.0,240.8,4161,6,7,5,1
7920,348.0,258.7,4470,6,7,5,1
7920,348.0,276.6,4780,6,7,5,1
7920,348.0,518.0,8951,19,20,2,1
7920,348.0,626.8,10830,25,26,2,1
7920,348.0,702.5,12139,29,30,2,1
7920,348.0,815.7,14095,34,35,3,1
7920,348.0,837.3,14469,34,35,3,1
7920,348.0,899.0,15535,37,38,2,1
7920,348.0,926.8,16014,38,39,3,1
7920,348.0,942.5,16286,38,39,3,1
7920,348.0,982.1,16971,39,41,2,1
7920,348.0,1031.2,17820,41,42,4,1
7920,348.0,1056.5,18256,41,42,4,1
7920,348.0,1081.8,18693,41,42,4,1
7920,348.0,1125.0,19440,42,43,2,1
7920,348.0,1155.2,19963,43,44,2,1
7920,348.0,1343.5,23216,63,64,2,1
7920,348.0,1370.2,23678,64,65,2,1
7920,354.0,90.8,1569,2,3,5,1
7920,354.0,108.1,1868,2,3,5,1
7920,354.0,125.4,2167,2,3,5,1
7920,354.0,142.7,2466,2,3,5,1
7920,354.0,181.5,3136,3,4,2,1
7920,354.0,221.2,3823,4,5,2,1
7920,354.0,250.7,4332,5,6,6,1
7920,354.0,261.8,4524,5,6,6,1
7920,354.0,273.0,4717,5,6,6,1
7920,354.0,284.2,4910,5,6,6,1
7920,354.0,295.3,5103,5,6,6,1
7920,354.0,317.2,5482,6,7,2,1
7920,354.0,359.2,6206,9,10,3,1
7920,354.0,371.3,6417,9,10,3,1
7920,354.0,393.5,6800,10,11,5,1
7920,354.0,403.5,6972,10,11,5,1
7920,354.0,413.5,7145,10,11,5,1
7920,354.0,423.5,7318,10,11,5,1
7920,354.0,511.8,8843,14,15,2,1
7920,354.0,543.9,9398,15,17,4,1
7920,354.0,560.8,9690,15,17,4,1
7920,354.0,577.6,9981,15,17,4,1
7920,354.0,640.8,11072,19,20,2,1
7920,354.0,690.8,11938,21,22,2,1
7920,354.0,717.0,12390,22,25,4,1
7920,354.0,728.8,12594,22,25,4,1
7920,354.0,740.7,12799,22,25,4,1
7920,354.0,822.1,14206,30,32,2,1
7920,354.0,852.2,14727,32,33,2,1
7920,354.0,886.3,15316,33,34,3,1
7920,354.0,902.2,15589,33,34,3,1
7920,354.0,932.0,16105,34,35,2,1
7920,354.0,1204.5,20814,51,52,2,1
7952,0.0,63.6,1099,1,2,4,1
7952,0.0,81.8,1413,1,2,4,1
7952,0.0,99.9,1726,1,2,4,1
7952,0.0,237.2,4100,6,7,2,1
7952,0.0,286.5,4951,7,8,2,1
7952,0.0,361.5,6247,9,10,2,1
7952,0.0,908.7,15702,35,37,3,1
7952,0.0,922.8,15947,35,37,3,1
7952,0.0,1083.0,18714,47,48,2,1
7952,0.0,1109.2,19166,48,49,3,1
7952,0.0,1121.8,19385,48,49,3,1
7952,0.0,1186.2,20497,52,53,3,1
7952,0.0,1202.3,20776,52,53,3,1
7952,6.0,55.6,961,3,4,4,1
7952,6.0,69.8,1205,3,4,4,1
7952,6.0,83.9,1449,3,4,4,1
7952,6.0,113.7,1964,4,5,6,1
7952,6.0,129.3,2235,4,5,6,1
7952,6.0,145.0,2506,4,5,6,1
7952,6.0,160.7,2776,4,5,6,1
7952,6.0,176.3,3047,4,5,6,1
7952,6.0,236.0,4078,8,9,4,1
7952,6.0,250.5,4329,8,9,4,1
7952,6.0,265.0,4579,8,9,4,1
7952,6.0,296.0,5115,9,10,2,1
7952,6.0,501.0,8657,20,21,3,1
7952,6.0,514.0,8882,20,21,3,1
7952,6.0,555.5,9599,22,23,2,1
7952,6.0,602.5,10411,25,26,2,1
7952,6.0,642.8,11107,27,28,2,1
7952,6.0,719.0,12424,32,33,2,1
7952,6.0,776.8,13422,35,36,2,1
7952,12.0,175.1,3026,4,5,4,1
7952,12.0,186.8,3227,4,5,4,1
7952,12.0,198.4,3428,4,5,4,1
7952,12.0,221.5,3828,5,6,5,1
7952,12.0,233.0,4026,5,6,5,1
7952,12.0,244.5,4225,5,6,5,1
7952,12.0,256.0,4424,5,6,5,1
7952,12.0,279.6,4832,6,7,4,1
7952,12.0,291.8,5041,6,7,4,1
7952,12.0,303.9,5251,6,7,4,1
7952,12.0,349.2,6035,9,10,2,1
7952,12.0,432.3,7471,15,16,3,1
7952,12.0,441.2,7623,15,16,3,1
7952,12.0,821.2,14191,44,45,2,1
7952,18.0,205.1,3545,5,7,2,1
7952,18.0,233.4,4033,7,8,3,1
7952,18.0,247.8,4283,7,8,3,1
7952,18.0,301.8,5214,11,12,2,1
7952,18.0,672.5,11621,43,44,3,1
7952,18.0,682.5,11794,43,44,3,1
7952,18.0,766.0,13236,49,50,2,1
7952,18.0,827.8,14305,53,55,2,1
7952,18.0,881.0,15224,60,61,2,1
7952,24.0,55.0,950,2,4,3,1
7952,24.0,73.8,1274,2,4,3,1
7952,24.0,138.4,2392,7,10,2,1
7952,24.0,269.6,4659,16,21,2,1
7952,24.0,497.9,8604,39,40,2,1
7952,24.0,655.2,11323,52,53,2,1
7952,24.0,708.0,12234,56,57,2,1
7952,24.0,729.5,12606,57,58,3,1
7952,24.0,741.0,12804,57,58,3,1
7952,24.0,816.2,14105,63,64,2,1
7952,30.0,34.8,600,1,2,2,1
7952,30.0,68.3,1181,2,3,3,1
7952,30.0,82.7,1428,2,3,3,1
7952,30.0,222.8,3849,10,12,2,1
7952,30.0,249.0,4303,12,14,3,1
7952,30.0,264.2,4566,12,14,3,1
7952,30.0,288.8,4990,14,15,2,1
7952,30.0,626.5,10826,50,51,3,1
7952,30.0,635.5,10981,50,51,3,1
7952,30.0,658.7,11382,51,52,3,1
7952,30.0,672.8,11627,51,52,3,1
7952,30.0,702.1,12133,52,53,4,1
7952,30.0,717.2,12394,52,53,4,1
7952,30.0,732.4,12655,52,53,4,1
7952,36.0,27.5,475,1,3,2,1
7952,36.0,83.2,1439,5,6,2,1
7952,36.0,199.2,3443,13,15,2,1
7952,36.0,227.9,3938,15,17,3,1
7952,36.0,242.3,4188,15,17,3,1
7952,36.0,547.1,9454,47,48,3,1
7952,36.0,555.7,9602,47,48,3,1
7952,36.0,571.7,9879,48,50,4,1
7952,36.0,579.1,10007,48,50,4,1
7952,36.0,586.6,10136,48,50,4,1
7952,36.0,612.8,10588,51,52,2,1
7952,36.0,651.8,11262,54,55,2,1
7952,36.0,722.2,12480,62,63,4,1
7952,36.0,732.0,12649,62,63,4,1
7952,36.0,741.8,12817,62,63,4,1
7952,42.0,23.2,400,1,2,3,1
7952,42.0,35.3,611,1,2,3,1
7952,42.0,72.0,1244,3,4,2,1
7952,42.0,113.5,1961,6,7,2,1
7952,42.0,163.0,2817,11,12,2,1
7952,42.0,260.6,4504,19,22,4,1
7952,42.0,272.4,4707,19,22,4,1
7952,42.0,284.2,4911,19,22,4,1
7952,42.0,396.5,6852,31,32,2,1
7952,42.0,484.5,8372,38,42,2,1
7952,42.0,635.2,10976,53,54,3,1
7952,42.0,648.8,11212,53,54,3,1
7952,42.0,700.9,12112,57,58,3,1
7952,42.0,709.8,12266,57,58,3,1
7952,48.0,167.5,2894,15,16,2,1
7952,48.0,224.5,3879,21,22,2,1
7952,48.0,250.9,4336,22,23,3,1
7952,48.0,261.8,4524,22,23,3,1
7952,48.0,280.8,4851,23,25,2,1
7952,48.0,297.1,5134,25,27,2,1
7952,48.0,322.8,5577,28,29,4,1
7952,48.0,331.5,5728,28,29,4,1
7952,48.0,340.2,5880,28,29,4,1
7952,48.0,398.9,6893,33,34,2,1
7952,48.0,422.4,7300,34,36,2,1
7952,48.0,522.3,9026,47,48,3,1
7952,48.0,537.2,9282,47,48,3,1
7952,48.0,584.2,10094,49,50,3,1
7952,48.0,600.8,10382,49,50,3,1
7952,54.0,41.4,715,4,5,2,1
7952,54.0,231.6,4002,21,23,2,1
7952,54.0,262.0,4527,23,24,2,1
7952,54.0,298.8,5162,25,26,2,1
7952,54.0,332.8,5750,27,28,2,1
7952,54.0,546.8,9448,47,48,2,1
7952,60.0,36.5,631,3,4,3,1
7952,60.0,45.0,778,3,4,3,1
7952,60.0,203.2,3512,21,22,2,1
7952,60.0,259.3,4481,25,26,3,1
7952,60.0,268.7,4643,25,26,3,1
7952,60.0,310.2,5361,28,29,2,1
7952,60.0,335.8,5803,30,31,3,1
7952,60.0,344.7,5956,30,31,3,1
7952,60.0,372.8,6443,32,33,2,1
7952,60.0,392.9,6790,33,36,2,1
7952,66.0,8.1,139,0,1,3,1
7952,66.0,16.1,278,0,1,3,1
7952,66.0,180.3,3116,19,21,3,1
7952,66.0,191.7,3312,19,21,3,1
7952,66.0,232.2,4013,23,24,2,1
7952,66.0,341.1,5894,31,32,5,1
7952,66.0,352.7,6095,31,32,5,1
7952,66.0,364.3,6295,31,32,5,1
7952,66.0,375.9,6496,31,32,5,1
7952,72.0,46.8,808,4,5,2,1
7952,72.0,145.7,2517,14,15,2,1
7952,72.0,323.0,5581,32,34,3,1
7952,72.0,333.8,5767,32,34,3,1
7952,72.0,353.8,6113,34,35,2,1
7952,78.0,44.2,765,3,4,2,1
7952,78.0,170.5,2946,15,16,2,1
7952,78.0,209.5,3620,18,19,2,1
7952,78.0,238.4,4119,20,22,2,1
7952,78.0,286.2,4946,25,26,2,1
7952,78.0,307.1,5306,26,28,2,1
7952,78.0,361.8,6251,33,34,2,1
7952,84.0,70.1,1212,5,6,2,1
7952,84.0,87.9,1518,6,8,2,1
7952,84.0,125.1,2162,10,12,2,1
7952,84.0,143.0,2471,12,13,2,1
7952,84.0,176.0,3041,14,15,2,1
7952,84.0,201.4,3480,15,16,3,1
7952,84.0,208.8,3609,15,16,3,1
7952,84.0,225.6,3899,16,18,2,1
7952,84.0,257.5,4450,20,21,2,1
7952,84.0,303.0,5236,23,24,2,1
7952,84.0,342.2,5914,25,26,2,1
7952,84.0,452.6,7821,35,36,2,1
7952,90.0,67.9,1174,4,6,2,1
7952,90.0,166.7,2880,16,18,3,1
7952,90.0,178.3,3082,16,18,3,1
7952,90.0,199.2,3443,18,19,2,1
7952,90.0,219.0,3784,19,20,2,1
7952,90.0,263.2,4549,23,24,2,1
7952,90.0,283.8,4903,24,25,2,1
7952,90.0,306.8,5301,25,26,2,1
7952,90.0,367.2,6345,30,31,3,1
7952,90.0,377.3,6520,30,31,3,1
7952,90.0,415.8,7184,32,33,2,1
7952,96.0,63.3,1094,6,8,3,1
7952,96.0,71.1,1228,6,8,3,1
7952,96.0,88.4,1528,8,12,2,1
7952,96.0,156.2,2699,17,18,3,1
7952,96.0,166.8,2883,17,18,3,1
7952,96.0,286.2,4946,29,30,2,1
7952,96.0,340.8,5888,33,34,2,1
7952,96.0,453.8,7841,43,44,2,1
7952,102.0,160.9,2780,16,17,2,1
7952,102.0,300.4,5190,32,33,2,1
7952,102.0,340.1,5877,36,38,2,1
7952,102.0,375.8,6493,39,42,2,1
7952,102.0,416.1,7191,44,45,4,1
7952,102.0,425.8,7357,44,45,4,1
7952,102.0,435.4,7523,44,45,4,1
7952,102.0,453.8,7841,45,46,2,1
7952,108.0,22.0,380,2,3,5,1
7952,108.0,29.5,510,2,3,5,1
7952,108.0,37.0,639,2,3,5,1
7952,108.0,44.5,769,2,3,5,1
7952,108.0,112.8,1950,9,10,2,1
7952,108.0,132.6,2291,10,13,2,1
7952,108.0,156.5,2704,13,14,3,1
7952,108.0,168.5,2912,13,14,3,1
7952,108.0,226.4,3912,19,20,2,1
7952,108.0,240.4,4154,20,22,2,1
7952,108.0,465.2,8040,46,47,4,1
7952,108.0,478.5,8268,46,47,4,1
7952,108.0,491.8,8497,46,47,4,1
7952,114.0,23.8,410,2,3,4,1
7952,114.0,33.5,579,2,3,4,1
7952,114.0,43.2,747,2,3,4,1
7952,114.0,173.8,3004,15,16,3,1
7952,114.0,184.7,3191,15,16,3,1
7952,114.0,301.2,5206,27,28,2,1
7952,114.0,376.9,6513,34,37,2,1
7952,114.0,424.4,7334,39,42,2,1
7952,120.0,25.1,434,1,3,2,1
7952,120.0,155.3,2684,12,13,3,1
7952,120.0,164.7,2845,12,13,3,1
7952,120.0,183.5,3171,13,14,2,1
7952,120.0,305.3,5276,25,26,3,1
7952,120.0,313.7,5420,25,26,3,1
7952,120.0,439.2,7589,37,39,3,1
7952,120.0,450.6,7786,37,39,3,1
7952,126.0,23.3,403,2,3,3,1
7952,126.0,32.2,556,2,3,3,1
7952,126.0,50.0,864,3,4,2,1
7952,126.0,98.3,1699,7,10,2,1
7952,126.0,164.6,2845,14,15,4,1
7952,126.0,173.8,3002,14,15,4,1
7952,126.0,182.9,3160,14,15,4,1
7952,126.0,322.9,5580,29,30,3,1
7952,126.0,330.8,5716,29,30,3,1
7952,126.0,374.0,6463,35,36,2,1
7952,132.0,22.4,387,2,3,4,1
7952,132.0,29.8,514,2,3,4,1
7952,132.0,37.1,642,2,3,4,1
7952,132.0,54.0,933,3,4,2,1
7952,132.0,74.8,1292,4,5,2,1
7952,132.0,164.8,2847,12,13,2,1
7952,132.0,194.0,3352,14,15,2,1
7952,132.0,245.1,4236,18,20,2,1
7952,132.0,315.9,5458,27,29,2,1
7952,132.0,433.8,7495,38,39,2,1
7952,132.0,468.4,8094,40,41,2,1
7952,132.0,490.4,8474,41,43,2,1
7952,138.0,22.2,384,1,3,3,1
7952,138.0,33.2,575,1,3,3,1
7952,138.0,78.8,1361,5,6,2,1
7952,138.0,143.2,2475,10,11,2,1
7952,138.0,165.0,2851,11,12,2,1
7952,138.0,185.1,3199,12,13,4,1
7952,138.0,195.8,3383,12,13,4,1
7952,138.0,206.4,3566,12,13,4,1
7952,138.0,304.4,5260,21,22,3,1
7952,138.0,312.8,5406,21,22,3,1
7952,138.0,330.8,5717,22,24,3,1
7952,138.0,340.4,5882,22,24,3,1
7952,138.0,368.5,6368,25,26,2,1
7952,138.0,417.8,7220,30,31,2,1
7952,138.0,485.5,8389,36,37,2,1
7952,138.0,552.8,9552,41,42,2,1
7952,144.0,25.3,438,1,3,3,1
7952,144.0,38.4,664,1,3,3,1
7952,144.0,85.8,1482,4,5,2,1
7952,144.0,182.0,3145,11,12,2,1
7952,144.0,365.2,6310,25,26,3,1
7952,144.0,375.3,6486,25,26,3,1
7952,144.0,395.2,6830,26,27,2,1
7952,144.0,503.5,8700,35,36,2,1
7952,150.0,24.6,424,1,3,4,1
7952,150.0,36.4,629,1,3,4,1
7952,150.0,48.2,833,1,3,4,1
7952,150.0,94.8,1639,5,6,3,1
7952,150.0,107.2,1852,5,6,3,1
7952,150.0,231.8,4006,14,15,3,1
7952,150.0,245.2,4236,14,15,3,1
7952,150.0,269.2,4653,15,16,2,1
7952,150.0,416.8,7201,26,27,2,1
7952,150.0,549.9,9502,38,40,2,1
7952,150.0,572.9,9899,40,41,2,1
7952,150.0,609.5,10532,43,44,2,1
7952,150.0,643.5,11120,45,46,2,1
7952,156.0,33.8,583,2,3,2,1
7952,156.0,162.5,2808,11,15,2,1
7952,156.0,205.8,3555,16,20,2,1
7952,156.0,263.0,4545,22,23,2,1
7952,156.0,370.6,6404,31,32,2,1
7952,156.0,402.0,6947,34,35,2,1
7952,156.0,448.4,7748,36,38,2,1
7952,156.0,469.0,8104,38,39,2,1
7952,156.0,488.8,8446,39,40,2,1
7952,156.0,539.5,9322,43,44,5,1
7952,156.0,550.9,9520,43,44,5,1
7952,156.0,562.4,9718,43,44,5,1
7952,156.0,573.9,9916,43,44,5,1
7952,156.0,651.5,11258,51,52,2,1
7952,156.0,677.4,11705,52,54,5,1
7952,156.0,690.3,11928,52,54,5,1
7952,156.0,703.2,12151,52,54,5,1
7952,156.0,716.1,12374,52,54,5,1
7952,156.0,754.0,13029,56,57,4,1
7952,156.0,766.5,13245,56,57,4,1
7952,156.0,779.0,13461,56,57,4,1
7952,156.0,817.8,14131,59,60,9,1
7952,156.0,830.1,14343,59,60,9,1
7952,156.0,842.3,14556,59,60,9,1
7952,156.0,854.6,14768,59,60,9,1
7952,156.0,866.9,14980,59,60,9,1
7952,156.0,879.2,15192,59,60,9,1
7952,156.0,891.4,15404,59,60,9,1
7952,156.0,903.7,15616,59,60,9,1
7952,156.0,947.2,16368,63,64,2,0
7952,156.0,998.4,17252,66,67,2,1
7952,162.0,28.9,499,2,3,4,1
7952,162.0,37.8,652,2,3,4,1
7952,162.0,46.6,806,2,3,4,1
7952,162.0,68.0,1175,3,4,2,1
7952,162.0,88.2,1525,4,5,2,1
7952,162.0,135.2,2337,8,9,2,1
7952,162.0,159.0,2748,9,10,2,1
7952,162.0,207.8,3591,12,13,3,1
7952,162.0,216.7,3744,12,13,3,1
7952,162.0,233.8,4039,13,14,2,1
7952,162.0,298.0,5149,18,19,2,1
7952,162.0,359.8,6216,22,23,2,1
7952,162.0,448.0,7741,30,31,6,1
7952,162.0,457.9,7913,30,31,6,1
7952,162.0,467.9,8085,30,31,6,1
7952,162.0,477.8,8257,30,31,6,1
7952,162.0,487.8,8429,30,31,6,1
7952,162.0,510.6,8823,31,33,4,1
7952,162.0,523.4,9044,31,33,4,1
7952,162.0,536.2,9265,31,33,4,1
7952,162.0,617.6,10672,38,39,3,1
7952,162.0,628.7,10864,38,39,3,1
7952,162.0,655.9,11334,39,42,2,1
7952,162.0,707.2,12221,45,46,2,1
7952,162.0,730.1,12616,46,48,3,1
7952,162.0,741.2,12807,46,48,3,1
7952,162.0,769.8,13301,50,51,4,1
7952,162.0,779.0,13461,50,51,4,1
7952,162.0,788.2,13621,50,51,4,1
7952,162.0,821.2,14191,52,53,2,1
7952,162.0,871.2,15054,55,56,3,1
7952,162.0,882.8,15255,55,56,3,1
7952,162.0,935.9,16172,58,60,2,1
7952,162.0,963.8,16655,60,61,3,1
7952,162.0,976.7,16877,60,61,3,1
7952,162.0,1002.0,17315,61,62,2,1
7952,162.0,1232.0,21289,73,74,2,1
7952,168.0,39.5,683,2,3,3,1
7952,168.0,54.0,933,2,3,3,1
7952,168.0,163.0,2817,9,10,3,1
7952,168.0,174.5,3015,9,10,3,1
7952,168.0,201.8,3486,10,11,2,1
7952,168.0,336.5,5815,18,19,3,1
7952,168.0,353.0,6100,18,19,3,1
7952,168.0,507.0,8761,27,28,2,1
7952,168.0,547.8,9465,28,29,2,1
7952,168.0,607.2,10493,31,32,2,1
7952,168.0,634.0,10956,32,33,2,1
7952,168.0,676.0,11681,34,35,3,1
7952,168.0,689.5,11915,34,35,3,1
7952,168.0,714.8,12351,35,38,2,1
7952,168.0,744.2,12859,39,40,3,1
7952,168.0,752.8,13009,39,40,3,1
7952,168.0,773.9,13373,40,41,5,1
7952,168.0,786.3,13587,40,41,5,1
7952,168.0,798.7,13802,40,41,5,1
7952,168.0,811.1,14016,40,41,5,1
7952,168.0,839.5,14507,41,42,2,1
7952,168.0,894.8,15461,44,45,2,0
7952,168.0,940.9,16258,47,48,4,1
7952,168.0,952.8,16464,47,48,4,1
7952,168.0,964.6,16669,47,48,4,1
7952,168.0,989.5,17099,48,49,3,1
7952,168.0,1002.5,17323,48,49,3,1
7952,168.0,1029.2,17785,49,50,2,1
7952,168.0,1076.9,18609,52,55,2,1
7952,168.0,1158.9,20026,60,61,2,1
7952,168.0,1185.9,20493,61,64,2,1
7952,174.0,47.0,812,2,3,4,1
7952,174.0,59.0,1020,2,3,4,1
7952,174.0,71.0,1227,2,3,4,1
7952,174.0,191.5,3309,9,10,3,1
7952,174.0,208.0,3594,9,10,3,1
7952,174.0,318.2,5499,15,16,2,1
7952,174.0,380.8,6579,19,20,2,1
7952,174.0,453.7,7839,23,24,3,1
7952,174.0,465.8,8050,23,24,3,1
7952,174.0,506.8,8758,25,26,3,1
7952,174.0,520.7,8997,25,26,3,1
7952,174.0,548.8,9484,26,27,3,1
7952,174.0,563.2,9732,26,27,3,1
7952,174.0,603.3,10426,28,29,3,1
7952,174.0,616.2,10647,28,29,3,1
7952,174.0,655.5,11327,30,31,2,1
7952,174.0,682.2,11788,31,32,3,1
7952,174.0,693.8,11989,31,32,3,1
7952,174.0,717.1,12392,32,33,7,1
7952,174.0,728.8,12593,32,33,7,1
7952,174.0,740.4,12795,32,33,7,1
7952,174.0,752.1,12996,32,33,7,1
7952,174.0,763.7,13197,32,33,7,1
7952,174.0,775.4,13398,32,33,7,1
7952,174.0,832.7,14388,38,39,3,1
7952,174.0,847.8,14651,38,39,3,1
7952,174.0,878.7,15183,39,40,10,1
7952,174.0,894.3,15454,39,40,10,1
7952,174.0,910.0,15724,39,40,10,1
7952,174.0,925.6,15994,39,40,10,1
7952,174.0,941.2,16265,39,40,10,1
7952,174.0,956.9,16535,39,40,10,1
7952,174.0,972.5,16806,39,40,10,1
7952,174.0,988.2,17076,39,40,10,1
7952,174.0,1003.8,17347,39,40,10,1
7952,174.0,1035.8,17898,40,41,4,1
7952,174.0,1052.0,18179,40,41,4,1
7952,174.0,1068.2,18459,40,41,4,1
7952,174.0,1149.2,19859,44,45,4,1
7952,174.0,1163.0,20097,44,45,4,0
7952,174.0,1176.8,20334,44,45,4,1
7952,174.0,1302.8,22512,54,55,2,1
7952,180.0,16.8,289,0,1,2,1
7952,180.0,84.1,1454,3,5,2,1
7952,180.0,179.8,3106,9,10,2,1
7952,180.0,416.7,7200,21,22,3,1
7952,180.0,427.8,7393,21,22,3,1
7952,180.0,531.8,9189,28,29,2,1
7952,180.0,563.5,9737,29,30,6,1
7952,180.0,580.5,10031,29,30,6,1
7952,180.0,597.5,10325,29,30,6,1
7952,180.0,614.5,10619,29,30,6,1
7952,180.0,631.5,10912,29,30,6,1
7952,180.0,690.0,11923,31,32,3,1
7952,180.0,712.5,12312,31,32,3,1
7952,180.0,753.5,13020,32,33,2,1
7952,180.0,787.5,13608,33,34,2,1
7952,180.0,839.2,14502,35,36,2,1
7952,180.0,877.5,15163,36,37,2,1
7952,180.0,911.1,15744,37,38,5,1
7952,180.0,927.7,16031,37,38,5,1
7952,180.0,944.3,16318,37,38,5,1
7952,180.0,960.9,16604,37,38,5,1
7952,180.0,1001.5,17306,38,39,4,1
7952,180.0,1025.5,17721,38,39,4,1
7952,180.0,1049.5,18135,38,39,4,1
7952,180.0,1105.2,19099,40,41,2,1
7952,180.0,1140.2,19702,41,42,3,1
7952,180.0,1159.8,20042,41,42,3,0
7952,186.0,42.2,730,2,3,2,1
7952,186.0,116.2,2009,5,6,2,1
7952,186.0,141.1,2439,6,7,2,1
7952,186.0,191.4,3307,10,11,2,1
7952,186.0,221.7,3830,11,13,3,1
7952,186.0,236.6,4088,11,13,3,1
7952,186.0,305.9,5286,15,17,2,1
7952,186.0,339.0,5858,17,18,2,1
7952,186.0,366.2,6329,18,19,2,1
7952,186.0,400.0,6912,19,20,2,1
7952,186.0,452.2,7815,21,22,3,1
7952,186.0,469.5,8113,21,22,3,1
7952,186.0,626.0,10817,28,29,3,1
7952,186.0,642.0,11094,28,29,3,1
7952,186.0,668.4,11550,29,30,5,1
7952,186.0,678.8,11730,29,30,5,1
7952,186.0,689.2,11909,29,30,5,1
7952,186.0,699.6,12089,29,30,5,1
7952,186.0,721.6,12468,30,31,9,1
7952,186.0,733.1,12668,30,31,9,1
7952,186.0,744.7,12868,30,31,9,1
7952,186.0,756.2,13068,30,31,9,1
7952,186.0,767.8,13267,30,31,9,1
7952,186.0,779.3,13467,30,31,9,1
7952,186.0,790.9,13667,30,31,9,1
7952,186.0,802.4,13866,30,31,9,1
7952,186.0,967.8,16723,41,43,2,1
7952,192.0,73.8,1274,5,6,4,1
7952,192.0,89.0,1538,5,6,4,1
7952,192.0,104.2,1801,5,6,4,1
7952,192.0,135.0,2333,6,8,2,0
7952,192.0,179.2,3097,9,10,2,1
7952,192.0,204.6,3535,10,12,5,1
7952,192.0,216.2,3736,10,12,5,1
7952,192.0,227.8,3936,10,12,5,1
7952,192.0,239.4,4137,10,12,5,1
7952,192.0,285.7,4937,15,18,3,1
7952,192.0,297.7,5145,15,18,3,1
7952,192.0,360.8,6234,22,25,2,1
7952,192.0,431.9,7464,29,30,3,1
7952,192.0,446.9,7722,29,30,3,1
7952,192.0,531.5,9183,38,40,5,1
7952,192.0,546.7,9446,38,40,5,1
7952,192.0,561.8,9709,38,40,5,1
7952,192.0,577.0,9971,38,40,5,1
7952,192.0,699.5,12087,49,50,2,1
7952,192.0,718.8,12420,50,51,2,1
7952,192.0,741.5,12813,51,52,3,1
7952,192.0,754.0,13029,51,52,3,1
7952,192.0,831.5,14368,57,58,2,1
7952,192.0,897.5,15509,62,63,2,1
7952,192.0,927.8,16032,64,65,3,1
7952,192.0,939.6,16236,64,65,3,1
7952,192.0,959.0,16572,65,69,4,1
7952,192.0,966.7,16704,65,69,4,1
7952,192.0,974.3,16837,65,69,4,1
7952,198.0,94.1,1626,3,6,7,1
7952,198.0,104.0,1797,3,6,7,1
7952,198.0,113.9,1968,3,6,7,1
7952,198.0,123.8,2139,3,6,7,1
7952,198.0,133.7,2310,3,6,7,1
7952,198.0,143.6,2481,3,6,7,1
7952,198.0,174.8,3020,7,9,4,1
7952,198.0,186.0,3214,7,9,4,1
7952,198.0,197.2,3408,7,9,4,1
7952,198.0,229.0,3957,10,12,7,1
7952,198.0,239.2,4134,10,12,7,1
7952,198.0,249.5,4311,10,12,7,1
7952,198.0,259.8,4488,10,12,7,1
7952,198.0,270.0,4666,10,12,7,1
7952,198.0,280.2,4843,10,12,7,1
7952,198.0,301.5,5210,12,13,2,1
7952,198.0,330.5,5711,14,15,8,1
7952,198.0,340.0,5875,14,15,8,1
7952,198.0,349.5,6039,14,15,8,1
7952,198.0,359.0,6204,14,15,8,1
7952,198.0,368.5,6368,14,15,8,1
7952,198.0,378.0,6532,14,15,8,1
7952,198.0,387.5,6696,14,15,8,1
7952,198.0,420.5,7266,16,17,2,1
7952,198.0,449.0,7759,17,18,2,1
7952,198.0,507.5,8770,19,20,2,1
7952,198.0,631.2,10908,25,26,2,1
7952,198.0,756.2,13068,33,34,2,1
7952,198.0,797.8,13785,36,37,2,1
7952,198.0,886.0,15310,43,44,2,1
7952,198.0,904.9,15636,44,45,2,1
7952,204.0,98.4,1700,6,7,11,1
7952,204.0,114.3,1974,6,7,11,1
7952,204.0,130.1,2249,6,7,11,1
7952,204.0,146.0,2523,6,7,11,1
